transaction_id,customer_id,tr_datetime,amount,region,tr_type,mcc_code
96,1821,2021-01-01 01:35:00,5443.4827930884785,South,type_b,5415
97,1476,2021-01-01 01:36:00,5796.170751421024,West,type_c,5413
98,1702,2021-01-01 01:37:00,235.35843403943687,South,type_e,5413
99,1401,2021-01-01 01:38:00,-10854.307854168346,East,type_e,5413
100,1729,2021-01-01 01:39:00,-2562.838287221451,West,type_e,5413
101,1555,2021-01-01 01:40:00,8929.355621520584,West,type_e,5411
102,1161,2021-01-01 01:41:00,1485.2788574595477,Center,type_b,5412
103,1201,2021-01-01 01:42:00,3466.9985293594295,East,type_c,5411
104,1957,2021-01-01 01:43:00,-445.83290817484163,South,type_b,5414
105,1995,2021-01-01 01:44:00,-1117.2145493156422,Center,type_c,5411
106,1269,2021-01-01 01:45:00,-9336.722843497531,East,type_b,5411
107,1862,2021-01-01 01:46:00,3973.6960852765346,Center,type_a,5411
108,1815,2021-01-01 01:47:00,5398.406023611882,North,type_c,5412
109,1270,2021-01-01 01:48:00,-4754.311427333441,South,type_e,5415
110,1455,2021-01-01 01:49:00,-894.2756075415372,Center,type_c,5414
111,1461,2021-01-01 01:50:00,-1568.7063867714537,North,type_d,5414
112,1726,2021-01-01 01:51:00,2100.766469931431,South,type_c,5412
113,1251,2021-01-01 01:52:00,-2721.8179075454746,Center,type_d,5411
114,1701,2021-01-01 01:53:00,4656.704615915012,Center,type_d,5415
115,1295,2021-01-01 01:54:00,356.62158062244447,Center,type_a,5413
116,1724,2021-01-01 01:55:00,-12747.115277923489,Center,type_c,5412
117,1719,2021-01-01 01:56:00,2213.601375963216,West,type_a,5415
118,1748,2021-01-01 01:57:00,4981.754937953921,Center,type_e,5412
119,1337,2021-01-01 01:58:00,-5760.308301324693,West,type_c,5412
120,1878,2021-01-01 01:59:00,2043.6346748728715,West,type_b,5413
121,1052,2021-01-01 02:00:00,9149.79834877105,North,type_b,5415
122,1791,2021-01-01 02:01:00,560.3318758911938,South,type_b,5411
123,1921,2021-01-01 02:02:00,5708.144321647447,West,type_d,5415
124,1216,2021-01-01 02:03:00,-2210.774851182601,East,type_b,5415
125,1763,2021-01-01 02:04:00,-89.82144228578088,West,type_e,5411
126,1187,2021-01-01 02:05:00,-1023.1064396317274,East,type_c,5413
127,1379,2021-01-01 02:06:00,-1935.6021317377829,North,type_c,5415
128,1492,2021-01-01 02:07:00,-738.6102254153811,East,type_d,5411
129,1040,2021-01-01 02:08:00,-8153.408904621588,North,type_d,5412
130,1156,2021-01-01 02:09:00,-1654.4006719164825,North,type_d,5412
131,1014,2021-01-01 02:10:00,6689.032277133925,North,type_e,5411
132,1812,2021-01-01 02:11:00,-4818.450284259166,East,type_c,5412
133,1064,2021-01-01 02:12:00,-5330.666357366553,East,type_a,5415
134,1856,2021-01-01 02:13:00,306.06185697377475,North,type_d,5411
135,1838,2021-01-01 02:14:00,555.9157167862223,North,type_b,5415
136,1520,2021-01-01 02:15:00,1887.323595269931,South,type_a,5414
137,1343,2021-01-01 02:16:00,-568.6928659231944,North,type_a,5413
138,1128,2021-01-01 02:17:00,359.32082229166775,Center,type_d,5413
139,1647,2021-01-01 02:18:00,-1754.4238681449956,South,type_b,5413
140,1471,2021-01-01 02:19:00,-6378.9807764998195,South,type_d,5411
141,1062,2021-01-01 02:20:00,-356.95934155325426,South,type_d,5414
142,1138,2021-01-01 02:21:00,3622.9849822123197,Center,type_b,5413
143,1498,2021-01-01 02:22:00,2575.273131761671,South,type_a,5415
144,1592,2021-01-01 02:23:00,-8721.210634696437,South,type_a,5413
145,1391,2021-01-01 02:24:00,1259.626816545414,East,type_b,5414
146,1674,2021-01-01 02:25:00,-4463.847629285846,East,type_a,5415
147,1418,2021-01-01 02:26:00,6960.82002610691,North,type_e,5415
148,1288,2021-01-01 02:27:00,1631.348914641901,North,type_d,5411
149,1378,2021-01-01 02:28:00,4481.419800653034,West,type_e,5411
150,1772,2021-01-01 02:29:00,105.84072207429875,Center,type_e,5412
151,1489,2021-01-01 02:30:00,-330.27499448738627,East,type_e,5414
152,1230,2021-01-01 02:31:00,7479.224588266234,North,type_c,5415
153,1040,2021-01-01 02:32:00,4863.871983125082,Center,type_c,5414
154,1027,2021-01-01 02:33:00,589.2932612377388,South,type_e,5413
155,1134,2021-01-01 02:34:00,-998.3321306869905,Center,type_d,5413
156,1200,2021-01-01 02:35:00,-8535.87362765435,East,type_e,5412
157,1839,2021-01-01 02:36:00,1622.8376743706997,West,type_e,5415
158,1779,2021-01-01 02:37:00,-630.5198465985734,East,type_c,5415
159,1929,2021-01-01 02:38:00,2769.7802354113805,North,type_e,5412
160,1032,2021-01-01 02:39:00,4289.094207673932,North,type_d,5413
161,1047,2021-01-01 02:40:00,6164.605475236234,Center,type_d,5415
162,1502,2021-01-01 02:41:00,1684.9645544720213,East,type_e,5414
163,1406,2021-01-01 02:42:00,-5231.802325641026,North,type_d,5415
164,1573,2021-01-01 02:43:00,-10746.567754590666,South,type_e,5413
165,1727,2021-01-01 02:44:00,-4123.499301783958,South,type_c,5415
166,1804,2021-01-01 02:45:00,6667.442497525339,West,type_e,5415
167,1098,2021-01-01 02:46:00,9117.457346497204,Center,type_a,5411
168,1683,2021-01-01 02:47:00,-1189.5037588458774,North,type_c,5415
169,1871,2021-01-01 02:48:00,-7304.796271411757,West,type_d,5412
170,1725,2021-01-01 02:49:00,-3242.0678750141997,South,type_d,5412
171,1986,2021-01-01 02:50:00,5689.029113489354,West,type_c,5414
172,1546,2021-01-01 02:51:00,-2955.0658676355333,West,type_a,5415
173,1960,2021-01-01 02:52:00,2945.619738337571,North,type_c,5414
174,1738,2021-01-01 02:53:00,842.7915064901763,North,type_b,5413
175,1612,2021-01-01 02:54:00,3550.0162951852694,North,type_a,5413
176,1942,2021-01-01 02:55:00,9090.054994735186,Center,type_c,5411
177,1461,2021-01-01 02:56:00,2948.907377671692,West,type_b,5411
178,1642,2021-01-01 02:57:00,734.5813831896473,West,type_e,5415
179,1768,2021-01-01 02:58:00,9641.867829044595,Center,type_a,5415
180,1004,2021-01-01 02:59:00,1747.7605081253064,South,type_e,5414
181,1217,2021-01-01 03:00:00,-3964.737486658003,East,type_b,5414
182,1502,2021-01-01 03:01:00,3437.3264488474274,South,type_d,5415
183,1766,2021-01-01 03:02:00,2237.277710664853,Center,type_d,5415
184,1397,2021-01-01 03:03:00,-1539.511711352999,West,type_d,5411
185,1870,2021-01-01 03:04:00,-2587.930262331367,West,type_e,5411
186,1794,2021-01-01 03:05:00,-1491.2974365745397,North,type_a,5411
187,1392,2021-01-01 03:06:00,-2659.4467875087835,North,type_e,5415
188,1206,2021-01-01 03:07:00,-1328.7990935644589,West,type_e,5414
189,1014,2021-01-01 03:08:00,-4213.983011209308,West,type_d,5412
190,1857,2021-01-01 03:09:00,1930.7734407990783,North,type_e,5412
191,1553,2021-01-01 03:10:00,1556.0065697940963,North,type_b,5414
192,1891,2021-01-01 03:11:00,1726.0088861473457,South,type_c,5414
193,1460,2021-01-01 03:12:00,-311.8466971832701,West,type_c,5414
194,1690,2021-01-01 03:13:00,-888.3162801253103,West,type_c,5411
195,1574,2021-01-01 03:14:00,7210.028988267576,Center,type_d,5413
196,1863,2021-01-01 03:15:00,337.029434189014,South,type_d,5415
197,1742,2021-01-01 03:16:00,6318.8342302773835,East,type_c,5411
198,1240,2021-01-01 03:17:00,-4982.079915831568,East,type_a,5412
199,1563,2021-01-01 03:18:00,2945.8891710068947,East,type_c,5415
200,1095,2021-01-01 03:19:00,-3673.5151833000796,North,type_e,5414
201,1899,2021-01-01 03:20:00,-2780.759641466673,East,type_c,5412
202,1733,2021-01-01 03:21:00,-2059.529199637758,Center,type_c,5414
203,1484,2021-01-01 03:22:00,-2372.994843018892,North,type_a,5414
204,1406,2021-01-01 03:23:00,-2348.0232824092536,North,type_d,5414
205,1230,2021-01-01 03:24:00,6086.375449452825,East,type_d,5415
206,1748,2021-01-01 03:25:00,227.05586558819948,North,type_e,5412
207,1654,2021-01-01 03:26:00,1125.2769460480456,South,type_c,5412
208,1170,2021-01-01 03:27:00,-2285.799817757248,South,type_b,5414
209,1540,2021-01-01 03:28:00,4284.696518590544,East,type_e,5411
210,1035,2021-01-01 03:29:00,1775.281391194598,Center,type_d,5413
211,1524,2021-01-01 03:30:00,-1544.6432217486913,North,type_a,5411
212,1159,2021-01-01 03:31:00,-7921.419463133216,West,type_d,5415
213,1838,2021-01-01 03:32:00,1081.4822920093532,East,type_d,5413
214,1698,2021-01-01 03:33:00,2878.3976126772914,North,type_a,5411
215,1242,2021-01-01 03:34:00,-4894.239191616733,East,type_c,5412
216,1085,2021-01-01 03:35:00,-1476.9730934958118,East,type_c,5411
217,1795,2021-01-01 03:36:00,2685.80250730478,Center,type_d,5414
218,1577,2021-01-01 03:37:00,-7854.640285608837,West,type_e,5415
219,1681,2021-01-01 03:38:00,-3244.2609170494484,North,type_b,5411
220,1556,2021-01-01 03:39:00,1884.544708132007,East,type_e,5411
221,1573,2021-01-01 03:40:00,5525.092194258049,East,type_e,5413
222,1952,2021-01-01 03:41:00,10928.899061355834,North,type_d,5414
223,1645,2021-01-01 03:42:00,9793.273841835453,East,type_d,5413
224,1795,2021-01-01 03:43:00,718.8474115800469,East,type_b,5415
225,1027,2021-01-01 03:44:00,-2421.134407409762,East,type_b,5415
226,1619,2021-01-01 03:45:00,4615.611338854431,South,type_b,5414
227,1555,2021-01-01 03:46:00,-2717.9646186182867,South,type_d,5413
228,1339,2021-01-01 03:47:00,-3810.4764247282574,West,type_d,5414
229,1797,2021-01-01 03:48:00,-1526.3302618255022,Center,type_e,5413
230,1957,2021-01-01 03:49:00,-2153.366500885534,North,type_d,5412
231,1330,2021-01-01 03:50:00,2063.153115329378,Center,type_c,5414
232,1639,2021-01-01 03:51:00,-3012.0081106718053,Center,type_c,5415
233,1505,2021-01-01 03:52:00,425.6102864890742,South,type_b,5413
234,1347,2021-01-01 03:53:00,7974.767257026601,West,type_d,5412
235,1472,2021-01-01 03:54:00,610.7035703702387,Center,type_c,5415
236,1230,2021-01-01 03:55:00,7583.7114406088895,Center,type_e,5413
237,1189,2021-01-01 03:56:00,6010.283005329745,East,type_a,5412
238,1224,2021-01-01 03:57:00,2960.201183503164,North,type_e,5415
239,1384,2021-01-01 03:58:00,-1770.763949692602,West,type_a,5415
240,1376,2021-01-01 03:59:00,5202.539886745521,North,type_e,5412
241,1282,2021-01-01 04:00:00,-1249.874593190369,South,type_c,5415
242,1957,2021-01-01 04:01:00,-10.048275134805476,Center,type_d,5413
243,1632,2021-01-01 04:02:00,1650.99337082797,Center,type_a,5413
244,1627,2021-01-01 04:03:00,-26.83736196740834,North,type_d,5415
245,1972,2021-01-01 04:04:00,-3601.338592052685,South,type_d,5411
246,1744,2021-01-01 04:05:00,-7635.494574914346,East,type_c,5412
247,1258,2021-01-01 04:06:00,4795.664651627394,East,type_b,5411
248,1358,2021-01-01 04:07:00,2851.7106340318032,Center,type_b,5413
249,1709,2021-01-01 04:08:00,-8603.05496248171,Center,type_a,5415
250,1455,2021-01-01 04:09:00,-3733.936747684284,West,type_c,5414
251,1410,2021-01-01 04:10:00,895.3271463669225,North,type_d,5414
252,1648,2021-01-01 04:11:00,2212.86176780284,Center,type_e,5411
253,1317,2021-01-01 04:12:00,-7592.268294835458,South,type_e,5411
254,1676,2021-01-01 04:13:00,-446.1933327121083,North,type_a,5411
255,1224,2021-01-01 04:14:00,2698.2729762698214,West,type_a,5413
256,1818,2021-01-01 04:15:00,-1757.5590094964014,East,type_a,5413
257,1233,2021-01-01 04:16:00,1279.1482421719684,West,type_c,5415
258,1683,2021-01-01 04:17:00,-2437.7594102223843,North,type_e,5413
259,1663,2021-01-01 04:18:00,4545.981758497609,East,type_c,5415
260,1974,2021-01-01 04:19:00,-3996.4285693313554,South,type_c,5415
261,1826,2021-01-01 04:20:00,-5710.3911954719,East,type_d,5411
262,1373,2021-01-01 04:21:00,144.63432030775343,East,type_c,5414
263,1671,2021-01-01 04:22:00,-7167.6298614424795,South,type_c,5411
264,1607,2021-01-01 04:23:00,-10525.55594031395,Center,type_d,5413
265,1471,2021-01-01 04:24:00,5418.676490270068,Center,type_b,5412
266,1232,2021-01-01 04:25:00,-4921.122407804094,East,type_d,5413
267,1691,2021-01-01 04:26:00,-6668.2579129190635,East,type_a,5414
268,1112,2021-01-01 04:27:00,-4058.793884748041,West,type_b,5413
269,1829,2021-01-01 04:28:00,-4283.253157053977,Center,type_e,5414
270,1496,2021-01-01 04:29:00,-710.5573058177199,South,type_c,5412
271,1441,2021-01-01 04:30:00,-5467.433668429834,East,type_b,5412
272,1563,2021-01-01 04:31:00,2490.9307112807755,East,type_e,5415
273,1267,2021-01-01 04:32:00,3231.170655788576,West,type_d,5413
274,1509,2021-01-01 04:33:00,-6374.957253077677,West,type_d,5415
275,1806,2021-01-01 04:34:00,-3090.48311474194,West,type_a,5411
276,1385,2021-01-01 04:35:00,-2615.286200192931,North,type_a,5411
277,1386,2021-01-01 04:36:00,-825.0368068317094,South,type_b,5411
278,1112,2021-01-01 04:37:00,5413.417584918409,North,type_c,5411
279,1612,2021-01-01 04:38:00,5701.567075013041,East,type_d,5411
280,1624,2021-01-01 04:39:00,12494.336930828933,West,type_b,5413
281,1951,2021-01-01 04:40:00,-11346.869645770892,West,type_b,5415
282,1080,2021-01-01 04:41:00,-4621.478615758145,West,type_b,5415
283,1698,2021-01-01 04:42:00,9070.045905374918,Center,type_a,5414
284,1112,2021-01-01 04:43:00,-9003.501588884174,South,type_d,5411
285,1001,2021-01-01 04:44:00,8956.325320853532,North,type_a,5412
286,1641,2021-01-01 04:45:00,736.7563657162234,South,type_a,5414
287,1219,2021-01-01 04:46:00,920.663865112722,West,type_b,5414
288,1565,2021-01-01 04:47:00,-6398.989930597352,East,type_e,5413
289,1854,2021-01-01 04:48:00,-2255.8161000214836,Center,type_e,5414
290,1996,2021-01-01 04:49:00,8736.88179854953,South,type_e,5412
291,1735,2021-01-01 04:50:00,-238.41567620613378,East,type_b,5415
292,1224,2021-01-01 04:51:00,-2222.4951410510253,West,type_c,5414
293,1384,2021-01-01 04:52:00,2028.5959818961799,West,type_d,5413
294,1402,2021-01-01 04:53:00,-961.0880015132857,West,type_b,5411
295,1637,2021-01-01 04:54:00,1725.7557490322051,West,type_b,5412
296,1129,2021-01-01 04:55:00,-4248.706660799607,Center,type_a,5411
297,1052,2021-01-01 04:56:00,-385.7632430405264,Center,type_e,5414
298,1683,2021-01-01 04:57:00,-3205.381327203593,South,type_b,5415
299,1729,2021-01-01 04:58:00,-9019.833203473387,West,type_c,5413
300,1671,2021-01-01 04:59:00,2409.788936238426,Center,type_d,5412
301,1709,2021-01-01 05:00:00,-6168.864207777778,East,type_c,5415
302,1415,2021-01-01 05:01:00,-823.7046505205103,Center,type_b,5412
303,1246,2021-01-01 05:02:00,4630.341229139554,Center,type_b,5413
304,1835,2021-01-01 05:03:00,-7489.06728270215,South,type_a,5413
305,1438,2021-01-01 05:04:00,3023.4204847480096,Center,type_c,5414
306,1202,2021-01-01 05:05:00,-1499.0672848433128,East,type_a,5412
307,1183,2021-01-01 05:06:00,-4832.61700463532,West,type_c,5414
308,1122,2021-01-01 05:07:00,10114.616444430341,North,type_e,5412
309,1400,2021-01-01 05:08:00,-2.7814787741762053,South,type_e,5412
310,1766,2021-01-01 05:09:00,-2840.4644478837054,East,type_c,5411
311,1293,2021-01-01 05:10:00,-3901.064611832009,South,type_a,5414
312,1279,2021-01-01 05:11:00,4405.812342183482,West,type_e,5412
313,1836,2021-01-01 05:12:00,-3060.2811323170577,Center,type_b,5412
314,1883,2021-01-01 05:13:00,3782.5904927051283,Center,type_d,5413
315,1609,2021-01-01 05:14:00,-12.399155615803336,East,type_a,5411
316,1197,2021-01-01 05:15:00,5580.940322169242,West,type_c,5413
317,1981,2021-01-01 05:16:00,-5212.69723741442,North,type_d,5414
318,1906,2021-01-01 05:17:00,-4515.3161954800225,North,type_d,5414
319,1510,2021-01-01 05:18:00,-1405.0265701503429,Center,type_b,5412
320,1751,2021-01-01 05:19:00,-990.3324876238796,West,type_a,5415
321,1143,2021-01-01 05:20:00,-1772.7851434850527,West,type_d,5413
322,1608,2021-01-01 05:21:00,13157.20202713259,East,type_a,5414
323,1200,2021-01-01 05:22:00,10316.23502175954,North,type_b,5412
324,1123,2021-01-01 05:23:00,1495.275374105216,East,type_c,5412
325,1186,2021-01-01 05:24:00,2084.860370252288,South,type_d,5413
326,1325,2021-01-01 05:25:00,-1182.1609003979047,West,type_d,5412
327,1463,2021-01-01 05:26:00,-5249.127667590654,North,type_d,5411
328,1348,2021-01-01 05:27:00,-910.3612027762607,East,type_a,5415
329,1770,2021-01-01 05:28:00,3855.5887573102686,Center,type_d,5413
330,1659,2021-01-01 05:29:00,6528.133807840045,South,type_a,5413
331,1763,2021-01-01 05:30:00,4978.542102613527,East,type_e,5413
332,1954,2021-01-01 05:31:00,-7548.871465771058,Center,type_e,5412
333,1931,2021-01-01 05:32:00,-1446.138390768566,North,type_a,5412
334,1402,2021-01-01 05:33:00,-7344.337824329962,North,type_e,5413
335,1345,2021-01-01 05:34:00,5844.217787013593,South,type_b,5413
336,1962,2021-01-01 05:35:00,-2061.9219740016624,Center,type_b,5411
337,1510,2021-01-01 05:36:00,-235.55057815516514,West,type_e,5414
338,1146,2021-01-01 05:37:00,2400.2513400250073,North,type_c,5411
339,1147,2021-01-01 05:38:00,13830.699599059495,West,type_a,5413
340,1863,2021-01-01 05:39:00,1341.374698947631,West,type_e,5412
341,1710,2021-01-01 05:40:00,-1191.355189031259,East,type_a,5412
342,1819,2021-01-01 05:41:00,-6205.2106060181995,East,type_e,5413
343,1488,2021-01-01 05:42:00,7293.197242515526,North,type_b,5414
344,1928,2021-01-01 05:43:00,-908.1823214853766,West,type_c,5415
345,1935,2021-01-01 05:44:00,8285.712324638498,East,type_a,5415
346,1639,2021-01-01 05:45:00,5528.065564743617,Center,type_c,5411
347,1550,2021-01-01 05:46:00,-2314.780513042359,Center,type_b,5414
348,1337,2021-01-01 05:47:00,-6961.380904279523,Center,type_d,5415
349,1871,2021-01-01 05:48:00,1362.8455860180338,Center,type_d,5414
350,1640,2021-01-01 05:49:00,-3074.5176438580093,West,type_a,5412
351,1778,2021-01-01 05:50:00,196.7292122815285,Center,type_b,5412
352,1987,2021-01-01 05:51:00,5245.248034271688,West,type_a,5414
353,1952,2021-01-01 05:52:00,-8267.910578124169,North,type_a,5413
354,1472,2021-01-01 05:53:00,1323.0692203410692,North,type_a,5415
355,1945,2021-01-01 05:54:00,3797.9809544286845,Center,type_c,5415
356,1150,2021-01-01 05:55:00,4040.5528087803173,Center,type_e,5412
357,1414,2021-01-01 05:56:00,-6817.7108559371145,Center,type_b,5411
358,1989,2021-01-01 05:57:00,2096.6823488698187,North,type_c,5415
359,1297,2021-01-01 05:58:00,6017.682909533462,East,type_e,5412
360,1610,2021-01-01 05:59:00,1716.1689920003785,North,type_a,5412
361,1262,2021-01-01 06:00:00,-578.4710305426835,Center,type_d,5414
362,1763,2021-01-01 06:01:00,5698.064702867218,East,type_c,5414
363,1143,2021-01-01 06:02:00,-3471.59405219415,East,type_b,5414
364,1345,2021-01-01 06:03:00,-7649.164541016351,South,type_b,5411
365,1623,2021-01-01 06:04:00,-1002.9890746546577,West,type_e,5415
366,1571,2021-01-01 06:05:00,2675.2259585199927,Center,type_c,5411
367,1880,2021-01-01 06:06:00,5194.683807182168,West,type_a,5411
368,1001,2021-01-01 06:07:00,2652.512870839661,South,type_e,5414
369,1896,2021-01-01 06:08:00,4179.105343624289,West,type_b,5412
370,1303,2021-01-01 06:09:00,5226.557150519799,Center,type_c,5413
371,1253,2021-01-01 06:10:00,-1696.8850314905528,South,type_d,5412
372,1651,2021-01-01 06:11:00,-739.6965095379493,West,type_a,5412
373,1452,2021-01-01 06:12:00,6435.838965749377,North,type_b,5412
374,1036,2021-01-01 06:13:00,-6050.785121153437,East,type_c,5412
375,1159,2021-01-01 06:14:00,2145.6643076114747,South,type_d,5411
376,1008,2021-01-01 06:15:00,-3583.544144585106,North,type_b,5414
377,1232,2021-01-01 06:16:00,5501.308016154848,Center,type_d,5414
378,1098,2021-01-01 06:17:00,-89.67740287569848,East,type_b,5412
379,1658,2021-01-01 06:18:00,37.96967689061949,South,type_e,5413
380,1815,2021-01-01 06:19:00,8644.39943698343,East,type_e,5415
381,1207,2021-01-01 06:20:00,-5380.213897243231,South,type_e,5412
382,1130,2021-01-01 06:21:00,1079.0973660930151,South,type_c,5412
383,1403,2021-01-01 06:22:00,-900.6306554891048,West,type_e,5413
384,1151,2021-01-01 06:23:00,2662.056580215156,East,type_c,5411
385,1053,2021-01-01 06:24:00,9646.653933444732,East,type_a,5412
386,1119,2021-01-01 06:25:00,-3026.207549625912,North,type_e,5413
